title,author,assignees,number,url,state,closedAt,createdAt,updatedAt,labels,issues
Games: Mutant Football League & Knockout City,SinshiSmith,{'SinshiSmith'},896,https://github.com/weiks/esports-backend/pull/896,MERGED,2022-01-21T14:09:14Z,2022-01-21T11:50:44Z,2022-01-21T14:09:16Z,set(),[]
Remove leftover saving of the user email,alexangc,{'alexangc'},898,https://github.com/weiks/esports-backend/pull/898,MERGED,2022-01-21T13:09:24Z,2022-01-21T13:00:10Z,2022-01-21T13:09:27Z,set(),[]
EventCard & EventsGrid,SinshiSmith,{'SinshiSmith'},825,https://github.com/weiks/esports-backend/pull/825,CLOSED,2022-01-21T08:49:30Z,2021-11-16T20:20:07Z,2022-01-21T08:49:43Z,set(),[]
Migrate /home,SinshiSmith,{'SinshiSmith'},827,https://github.com/weiks/esports-backend/pull/827,CLOSED,2022-01-21T08:49:06Z,2021-11-17T03:35:20Z,2022-01-21T08:49:10Z,set(),[]
Use firebase auth as source of truth for emails,alexangc,{'alexangc'},894,https://github.com/weiks/esports-backend/pull/894,MERGED,2022-01-20T19:34:17Z,2022-01-20T16:10:43Z,2022-01-20T19:34:23Z,set(),[]
Coupon page improvements,SinshiSmith,{'SinshiSmith'},893,https://github.com/weiks/esports-backend/pull/893,MERGED,2022-01-20T17:25:35Z,2022-01-20T13:57:04Z,2022-01-20T17:25:38Z,set(),[]
add integration tests for auth flows,adrach,{'adrach'},887,https://github.com/weiks/esports-backend/pull/887,MERGED,2022-01-20T14:22:44Z,2022-01-18T13:24:52Z,2022-01-20T14:22:48Z,set(),[]
fix logic in api/authenticators/base.js to use poq.users data instead of accounts; update tests,adrach,{'adrach'},892,https://github.com/weiks/esports-backend/pull/892,MERGED,2022-01-20T12:30:08Z,2022-01-19T19:35:46Z,2022-01-20T12:30:11Z,set(),[]
feat: update 3rd party auth flows,adrach,{'adrach'},877,https://github.com/weiks/esports-backend/pull/877,MERGED,2022-01-20T08:31:57Z,2022-01-13T01:33:18Z,2022-01-20T08:31:59Z,set(),[]
Fix frontend environment variable's naming,alexangc,{'alexangc'},890,https://github.com/weiks/esports-backend/pull/890,MERGED,2022-01-19T16:07:08Z,2022-01-19T15:30:01Z,2022-01-19T17:36:17Z,set(),[]
Privacy policy,SinshiSmith,{'SinshiSmith'},889,https://github.com/weiks/esports-backend/pull/889,MERGED,2022-01-19T12:27:29Z,2022-01-18T15:05:32Z,2022-01-19T12:27:32Z,set(),[]
WIP REFERENCE ONLY: frontend refactoring,adrach,{'adrach'},805,https://github.com/weiks/esports-backend/pull/805,CLOSED,2022-01-19T08:53:54Z,2021-11-04T14:35:59Z,2022-01-19T08:53:57Z,set(),[]
feat: allow GamerTag to be editable,adrach,{'adrach'},876,https://github.com/weiks/esports-backend/pull/876,MERGED,2022-01-18T14:05:40Z,2022-01-13T01:30:02Z,2022-01-18T14:05:43Z,set(),[]
"feat: update shared components (EventCover, EventTag, JoinBar)",adrach,{'adrach'},850,https://github.com/weiks/esports-backend/pull/850,MERGED,2022-01-11T16:28:16Z,2021-12-07T06:25:23Z,2022-01-18T13:33:19Z,set(),[]
Disable Google Translate,SinshiSmith,{'SinshiSmith'},882,https://github.com/weiks/esports-backend/pull/882,MERGED,2022-01-14T14:17:19Z,2022-01-13T10:13:09Z,2022-01-17T08:12:13Z,set(),[]
Transactions: App Owner View,SinshiSmith,{'SinshiSmith'},884,https://github.com/weiks/esports-backend/pull/884,MERGED,2022-01-14T14:03:15Z,2022-01-14T13:12:48Z,2022-01-17T08:09:06Z,set(),[]
Fix prize amount calc,SinshiSmith,{'SinshiSmith'},885,https://github.com/weiks/esports-backend/pull/885,MERGED,2022-01-14T13:50:44Z,2022-01-14T13:25:39Z,2022-01-17T07:56:27Z,set(),[]
"Games: Mobile Legends, RoboSquare, and Poker",SinshiSmith,{'SinshiSmith'},883,https://github.com/weiks/esports-backend/pull/883,MERGED,2022-01-14T12:47:02Z,2022-01-14T11:42:31Z,2022-01-14T12:47:06Z,set(),[]
feat: add 3rd party auth via Google,adrach,{'adrach'},815,https://github.com/weiks/esports-backend/pull/815,MERGED,2022-01-13T14:22:30Z,2021-11-11T13:34:04Z,2022-01-13T14:22:35Z,set(),[]
WIP DEMO ONLY: Combined multi-method auth,adrach,{'adrach'},787,https://github.com/weiks/esports-backend/pull/787,CLOSED,2022-01-13T01:39:00Z,2021-10-20T22:08:27Z,2022-01-13T01:39:03Z,set(),[]
/event/id: Fixed amount prizes,SinshiSmith,{'SinshiSmith'},874,https://github.com/weiks/esports-backend/pull/874,MERGED,2022-01-12T15:46:21Z,2022-01-10T15:03:17Z,2022-01-12T15:46:27Z,set(),[]
/events/new: Always Display Allocated Quarters Input & better locked message,SinshiSmith,{'SinshiSmith'},873,https://github.com/weiks/esports-backend/pull/873,MERGED,2022-01-12T12:40:14Z,2022-01-10T12:55:04Z,2022-01-12T12:40:17Z,set(),[]
fix GamesPage bug & add tests,adrach,{'adrach'},875,https://github.com/weiks/esports-backend/pull/875,MERGED,2022-01-11T16:27:20Z,2022-01-11T15:37:53Z,2022-01-11T16:27:23Z,set(),[]
Check blockchain CI job,alexangc,{'alexangc'},871,https://github.com/weiks/esports-backend/pull/871,CLOSED,2022-01-10T14:57:09Z,2022-01-08T10:48:51Z,2022-01-10T14:57:12Z,set(),[]
added factory contract features and nft features,NirajBhattarai,{'NirajBhattarai'},864,https://github.com/weiks/esports-backend/pull/864,MERGED,2022-01-10T12:43:26Z,2021-12-20T09:07:20Z,2022-01-10T12:43:35Z,set(),[]
Games: Mortal Kombat X & Injustice 2,SinshiSmith,{'SinshiSmith'},872,https://github.com/weiks/esports-backend/pull/872,MERGED,2022-01-10T11:55:27Z,2022-01-10T11:02:33Z,2022-01-10T11:55:30Z,set(),[]
Fix inappropriate usage of JavaScript's `Map` in the event generator,alexangc,{'alexangc'},870,https://github.com/weiks/esports-backend/pull/870,MERGED,2022-01-06T12:10:20Z,2021-12-31T17:09:29Z,2022-01-06T12:10:23Z,set(),[]
"feat: refactor EventCard, EventInfo components & references",adrach,{'adrach'},849,https://github.com/weiks/esports-backend/pull/849,MERGED,2021-12-30T15:18:24Z,2021-12-07T06:20:28Z,2021-12-30T15:18:27Z,set(),[]
feat: add 3rd party auth via Facebook,adrach,{'adrach'},814,https://github.com/weiks/esports-backend/pull/814,MERGED,2021-12-24T15:43:27Z,2021-11-11T13:23:14Z,2021-12-25T09:46:20Z,set(),[]
Fixed the cached Quarters balance's type,alexangc,{'alexangc'},869,https://github.com/weiks/esports-backend/pull/869,MERGED,2021-12-22T17:02:06Z,2021-12-22T09:09:01Z,2021-12-22T17:02:08Z,set(),[]
Document `makeRouteHandler`'s type,alexangc,{'alexangc'},868,https://github.com/weiks/esports-backend/pull/868,MERGED,2021-12-22T16:42:51Z,2021-12-22T08:58:21Z,2021-12-22T16:42:54Z,set(),[]
Remove unused packages,alexangc,{'alexangc'},867,https://github.com/weiks/esports-backend/pull/867,MERGED,2021-12-22T16:32:47Z,2021-12-22T06:20:53Z,2021-12-22T16:32:49Z,set(),[]
Fix broken 3rd party signup,alexangc,{'alexangc'},866,https://github.com/weiks/esports-backend/pull/866,MERGED,2021-12-20T19:37:41Z,2021-12-20T18:00:26Z,2021-12-20T19:37:43Z,set(),[]
Fix a cause for timeout in `/api/v1/auth/discord/ticket`,alexangc,{'alexangc'},865,https://github.com/weiks/esports-backend/pull/865,MERGED,2021-12-20T18:15:45Z,2021-12-20T10:46:20Z,2021-12-20T18:15:47Z,set(),[]
feat: consolidate and abstract away frontend calls to firebase into specific accessory firebase methods,adrach,{'adrach'},848,https://github.com/weiks/esports-backend/pull/848,MERGED,2021-12-16T14:10:04Z,2021-12-07T06:19:03Z,2021-12-20T10:07:29Z,set(),[]
Update games covers,SinshiSmith,{'SinshiSmith'},862,https://github.com/weiks/esports-backend/pull/862,MERGED,2021-12-18T10:40:02Z,2021-12-15T18:40:11Z,2021-12-18T10:40:05Z,set(),[]
feat: add 3rd party auth via Trovo,adrach,{'adrach'},813,https://github.com/weiks/esports-backend/pull/813,MERGED,2021-12-17T00:44:39Z,2021-11-11T13:02:14Z,2021-12-17T00:44:45Z,set(),[]
CSGO: Add 5v5,SinshiSmith,{'SinshiSmith'},861,https://github.com/weiks/esports-backend/pull/861,MERGED,2021-12-10T21:04:31Z,2021-12-10T20:04:48Z,2021-12-11T09:16:01Z,set(),[]
BonusPage: Guard against  infinite loop on useEffect,SinshiSmith,{'SinshiSmith'},855,https://github.com/weiks/esports-backend/pull/855,MERGED,2021-12-10T11:42:13Z,2021-12-08T16:12:37Z,2021-12-10T11:42:15Z,set(),[]
Games: Krunker & Legends of Runeterra,SinshiSmith,{'SinshiSmith'},858,https://github.com/weiks/esports-backend/pull/858,MERGED,2021-12-10T11:39:46Z,2021-12-10T11:14:41Z,2021-12-10T11:39:49Z,set(),[]
Add basic caching for the Quarters balance,alexangc,{'alexangc'},857,https://github.com/weiks/esports-backend/pull/857,MERGED,2021-12-09T20:23:28Z,2021-12-09T19:24:13Z,2021-12-09T20:23:31Z,set(),[]
Reject disabled users from `/auth/refresh`,alexangc,{'alexangc'},856,https://github.com/weiks/esports-backend/pull/856,MERGED,2021-12-09T18:51:09Z,2021-12-09T17:47:43Z,2021-12-09T18:51:12Z,set(),[]
Emergency fix: Disable balance update,alexangc,{'alexangc'},854,https://github.com/weiks/esports-backend/pull/854,MERGED,2021-12-08T18:03:40Z,2021-12-08T15:47:17Z,2021-12-08T18:03:44Z,set(),[]
Fix missing data field in test,alexangc,{'alexangc'},853,https://github.com/weiks/esports-backend/pull/853,MERGED,2021-12-08T13:56:04Z,2021-12-08T11:53:31Z,2021-12-08T13:56:06Z,set(),[]
Transaction Status,SinshiSmith,{'SinshiSmith'},852,https://github.com/weiks/esports-backend/pull/852,MERGED,2021-12-08T10:58:18Z,2021-12-08T07:54:54Z,2021-12-08T10:58:22Z,set(),[]
feat: update Discord linking and auth logic and error messages,adrach,{'adrach'},834,https://github.com/weiks/esports-backend/pull/834,MERGED,2021-12-08T01:48:05Z,2021-11-23T14:03:47Z,2021-12-08T02:58:31Z,set(),[]
/events/new: Display allocated quarters & contact us for missing games,SinshiSmith,{'SinshiSmith'},702,https://github.com/weiks/esports-backend/pull/702,MERGED,2021-12-07T18:52:24Z,2021-08-23T12:09:34Z,2021-12-07T18:52:31Z,set(),[]
Games: Guilty Gear: Strive & Generals.io,SinshiSmith,{'SinshiSmith'},847,https://github.com/weiks/esports-backend/pull/847,MERGED,2021-12-04T08:49:09Z,2021-12-03T12:22:11Z,2021-12-04T08:49:11Z,set(),[]
Add guest users merging endpoints,alexangc,{'alexangc'},846,https://github.com/weiks/esports-backend/pull/846,MERGED,2021-12-03T08:37:57Z,2021-12-02T17:24:29Z,2021-12-03T08:38:00Z,set(),[]
Add `__registerUser`,alexangc,{'alexangc'},844,https://github.com/weiks/esports-backend/pull/844,MERGED,2021-12-02T14:53:39Z,2021-12-01T18:33:12Z,2021-12-02T14:53:45Z,set(),[]
Add `guest` as optional parameter for `/signup`,alexangc,{'alexangc'},843,https://github.com/weiks/esports-backend/pull/843,MERGED,2021-12-02T14:40:57Z,2021-12-01T11:11:38Z,2021-12-02T14:41:00Z,set(),[]
Fix e2e CI's installation step,alexangc,{'alexangc'},845,https://github.com/weiks/esports-backend/pull/845,MERGED,2021-12-02T14:17:49Z,2021-12-02T13:46:20Z,2021-12-02T14:17:51Z,set(),[]
Update wallet on actions,SinshiSmith,{'SinshiSmith'},744,https://github.com/weiks/esports-backend/pull/744,MERGED,2021-12-02T06:54:40Z,2021-09-09T12:14:21Z,2021-12-02T06:54:44Z,set(),[]
Replace BalanceContext with WalletContext,SinshiSmith,{'SinshiSmith'},739,https://github.com/weiks/esports-backend/pull/739,MERGED,2021-11-30T13:16:20Z,2021-09-08T13:59:05Z,2021-11-30T13:16:22Z,set(),[]
"Revert ""GameCard: Use next/Image to optimize game logos (#836)""",alexangc,{'alexangc'},842,https://github.com/weiks/esports-backend/pull/842,MERGED,2021-11-30T12:06:25Z,2021-11-30T12:03:19Z,2021-11-30T12:06:28Z,set(),[]
ButtonWithLock: Turn spinner into overlay,SinshiSmith,{'SinshiSmith'},840,https://github.com/weiks/esports-backend/pull/840,MERGED,2021-11-30T11:14:44Z,2021-11-30T04:19:52Z,2021-11-30T11:14:47Z,set(),[]
Turn the signup bonus' Quarters transaction into a non-blocking promise,alexangc,{'alexangc'},838,https://github.com/weiks/esports-backend/pull/838,MERGED,2021-11-30T11:05:57Z,2021-11-29T11:46:09Z,2021-11-30T11:05:59Z,set(),[]
Increase the default timeout for e2e tests to 2 minutes (from 1min30),alexangc,{'alexangc'},841,https://github.com/weiks/esports-backend/pull/841,MERGED,2021-11-30T10:43:31Z,2021-11-30T10:19:34Z,2021-11-30T10:43:59Z,set(),[]
hotfix for discord CDN url,adrach,{'adrach'},839,https://github.com/weiks/esports-backend/pull/839,MERGED,2021-11-30T09:49:26Z,2021-11-30T02:44:20Z,2021-11-30T09:49:28Z,set(),[]
Stop attempting to refund free entries on join errors,alexangc,{'alexangc'},835,https://github.com/weiks/esports-backend/pull/835,MERGED,2021-11-27T16:59:03Z,2021-11-25T17:54:29Z,2021-11-27T16:59:05Z,set(),[]
feat: add 3rd party auth via Discord,adrach,{'adrach'},777,https://github.com/weiks/esports-backend/pull/777,MERGED,2021-11-18T20:32:07Z,2021-10-09T01:57:20Z,2021-11-27T08:13:33Z,set(),[]
GameCard: Use next/Image to optimize game logos,SinshiSmith,{'SinshiSmith'},836,https://github.com/weiks/esports-backend/pull/836,MERGED,2021-11-27T07:20:54Z,2021-11-26T01:55:04Z,2021-11-27T07:20:56Z,set(),[]
"Games: Forza Horizon 5, RISK: Global Domination, and Enherjar Synergy",SinshiSmith,{'SinshiSmith'},837,https://github.com/weiks/esports-backend/pull/837,MERGED,2021-11-26T15:54:29Z,2021-11-26T02:04:47Z,2021-11-26T21:58:20Z,set(),[]
Create basic SkeletonElement for loading,SinshiSmith,{'SinshiSmith'},831,https://github.com/weiks/esports-backend/pull/831,MERGED,2021-11-24T10:13:53Z,2021-11-18T21:06:12Z,2021-11-24T10:13:57Z,set(),[]
Firebase mock: Add support for nested object orderBy,SinshiSmith,{'SinshiSmith'},828,https://github.com/weiks/esports-backend/pull/828,MERGED,2021-11-24T10:13:37Z,2021-11-17T04:15:57Z,2021-11-24T10:13:41Z,set(),[]
ButtonWithLock: Add Spinner when waiting,SinshiSmith,{'SinshiSmith'},830,https://github.com/weiks/esports-backend/pull/830,MERGED,2021-11-20T10:48:27Z,2021-11-18T20:55:04Z,2021-11-20T10:48:37Z,set(),[]
Stop returning an error to Terminal3 in case of duplicate pingbacks,alexangc,{'alexangc'},833,https://github.com/weiks/esports-backend/pull/833,MERGED,2021-11-20T10:44:52Z,2021-11-20T10:12:15Z,2021-11-20T10:44:55Z,set(),[]
Display balance when it's 0,SinshiSmith,{'SinshiSmith'},826,https://github.com/weiks/esports-backend/pull/826,MERGED,2021-11-20T08:26:47Z,2021-11-16T22:34:08Z,2021-11-20T08:26:49Z,set(),[]
games: Call of duty: Vanguard,SinshiSmith,{'SinshiSmith'},832,https://github.com/weiks/esports-backend/pull/832,MERGED,2021-11-19T18:20:03Z,2021-11-19T16:06:09Z,2021-11-19T18:20:05Z,set(),[]
convert all direct firebase collection calls to api/firebase/refs to unify the interface and reduce error surface,adrach,{'adrach'},824,https://github.com/weiks/esports-backend/pull/824,MERGED,2021-11-18T17:13:54Z,2021-11-16T14:02:46Z,2021-11-18T17:14:00Z,set(),[]
__registerEvent: bug fixes,SinshiSmith,{'SinshiSmith'},829,https://github.com/weiks/esports-backend/pull/829,MERGED,2021-11-17T15:34:49Z,2021-11-17T04:17:49Z,2021-11-17T15:34:59Z,set(),[]
__registerEvent,SinshiSmith,{'SinshiSmith'},811,https://github.com/weiks/esports-backend/pull/811,MERGED,2021-11-16T20:10:15Z,2021-11-11T00:28:42Z,2021-11-16T20:10:18Z,set(),[]
Oauth2: landing page,SinshiSmith,{'SinshiSmith'},621,https://github.com/weiks/esports-backend/pull/621,CLOSED,2021-11-08T20:45:22Z,2021-05-25T16:25:20Z,2021-11-16T17:21:33Z,set(),[]
Code cleanup,alexangc,{'alexangc'},819,https://github.com/weiks/esports-backend/pull/819,MERGED,2021-11-16T17:20:50Z,2021-11-13T10:16:04Z,2021-11-16T17:20:53Z,set(),[]
Fix app icons on the Oauth2's authorise page,alexangc,{'alexangc'},820,https://github.com/weiks/esports-backend/pull/820,MERGED,2021-11-16T15:44:43Z,2021-11-13T16:13:08Z,2021-11-16T15:44:48Z,set(),[]
Fix double-quarters on Terminal3 purchases,alexangc,{'alexangc'},821,https://github.com/weiks/esports-backend/pull/821,MERGED,2021-11-16T15:44:22Z,2021-11-15T13:08:52Z,2021-11-16T15:44:25Z,set(),[]
Add default description and type for coupons,alexangc,{'alexangc'},823,https://github.com/weiks/esports-backend/pull/823,MERGED,2021-11-15T21:14:25Z,2021-11-15T21:12:09Z,2021-11-15T21:14:29Z,set(),[]
Add default description and type for coupons,alexangc,{'alexangc'},822,https://github.com/weiks/esports-backend/pull/822,CLOSED,2021-11-15T21:09:35Z,2021-11-15T21:08:39Z,2021-11-15T21:09:35Z,set(),[]
Add optional POST params `successUrl` and `failureUrl` for T3's widget,alexangc,{'alexangc'},818,https://github.com/weiks/esports-backend/pull/818,MERGED,2021-11-12T19:11:14Z,2021-11-12T14:57:55Z,2021-11-12T19:11:16Z,set(),[]
Fix URL returned by empty `qBonus`,alexangc,{'alexangc'},817,https://github.com/weiks/esports-backend/pull/817,MERGED,2021-11-12T18:20:17Z,2021-11-12T08:37:22Z,2021-11-12T18:20:19Z,set(),[]
Blankos Block Party And Free Fire,SinshiSmith,{'SinshiSmith'},812,https://github.com/weiks/esports-backend/pull/812,MERGED,2021-11-11T18:18:33Z,2021-11-11T00:37:34Z,2021-11-11T18:18:35Z,set(),[]
Open `/collectBonus` to qBot,alexangc,{'alexangc'},810,https://github.com/weiks/esports-backend/pull/810,MERGED,2021-11-11T11:14:48Z,2021-11-10T15:51:11Z,2021-11-11T11:14:51Z,set(),[]
"__registerScrim, __registerSlots, __registerBans, and __registerScrimWithSlotsBans",SinshiSmith,{'SinshiSmith'},809,https://github.com/weiks/esports-backend/pull/809,MERGED,2021-11-10T18:42:35Z,2021-11-09T18:48:29Z,2021-11-10T18:42:37Z,set(),[]
Create /coupon/id page,SinshiSmith,{'SinshiSmith'},804,https://github.com/weiks/esports-backend/pull/804,MERGED,2021-11-09T17:34:24Z,2021-11-04T14:00:12Z,2021-11-09T17:34:27Z,set(),[]
Remove the obsolete package `node-quarters`,alexangc,{'alexangc'},807,https://github.com/weiks/esports-backend/pull/807,MERGED,2021-11-09T08:39:49Z,2021-11-08T17:01:51Z,2021-11-09T08:39:52Z,set(),[]
Fix bug in CI cleanup task,alexangc,{'alexangc'},808,https://github.com/weiks/esports-backend/pull/808,MERGED,2021-11-08T18:14:45Z,2021-11-08T18:01:53Z,2021-11-08T18:14:48Z,set(),[]
Add the endpoint `quarters/coupon/redeem`,alexangc,{'alexangc'},806,https://github.com/weiks/esports-backend/pull/806,MERGED,2021-11-08T17:05:38Z,2021-11-08T13:52:49Z,2021-11-08T17:05:43Z,set(),[]
Disable Twitch API call previously missed,alexangc,{'alexangc'},803,https://github.com/weiks/esports-backend/pull/803,MERGED,2021-11-03T18:44:43Z,2021-11-03T18:30:36Z,2021-11-03T18:44:53Z,set(),[]
Disable calls to the discontinued Twitch webhook API,alexangc,{'alexangc'},802,https://github.com/weiks/esports-backend/pull/802,MERGED,2021-11-03T18:19:54Z,2021-11-03T18:04:46Z,2021-11-03T18:19:56Z,set(),[]
Games: Add Crab Game,SinshiSmith,{'SinshiSmith'},801,https://github.com/weiks/esports-backend/pull/801,MERGED,2021-11-02T19:49:35Z,2021-11-02T15:23:22Z,2021-11-03T11:07:45Z,set(),[]
Run blockchain tests conditionally,alexangc,{'alexangc'},799,https://github.com/weiks/esports-backend/pull/799,MERGED,2021-11-01T14:29:26Z,2021-10-29T14:05:07Z,2021-11-01T14:29:29Z,set(),[]
Fix `/host` endpoint not allowing affiliates to create events,alexangc,{'alexangc'},800,https://github.com/weiks/esports-backend/pull/800,MERGED,2021-10-31T12:59:52Z,2021-10-31T12:16:04Z,2021-10-31T13:00:02Z,set(),[]
Firebase-mock: query onSnapshot ,SinshiSmith,{'SinshiSmith'},763,https://github.com/weiks/esports-backend/pull/763,MERGED,2021-10-30T15:57:17Z,2021-09-27T17:56:57Z,2021-10-30T15:57:19Z,set(),[]
i18n: German,SinshiSmith,{'SinshiSmith'},797,https://github.com/weiks/esports-backend/pull/797,MERGED,2021-10-29T09:22:13Z,2021-10-27T10:07:18Z,2021-10-29T09:22:21Z,set(),[]
Add Shotty Snipers to Splitgate as mode,weiks,{'weiks'},798,https://github.com/weiks/esports-backend/pull/798,MERGED,2021-10-29T08:23:58Z,2021-10-28T14:23:34Z,2021-10-29T08:24:01Z,set(),[]
feat: add games endpoints,adrach,{'adrach'},767,https://github.com/weiks/esports-backend/pull/767,MERGED,2021-10-28T14:13:37Z,2021-09-29T20:23:11Z,2021-10-28T14:14:06Z,set(),[]
"Games: Axie Infinity, Take the Throne, Rise: The Vieneo Province, and Riders Republic",SinshiSmith,{'SinshiSmith'},795,https://github.com/weiks/esports-backend/pull/795,MERGED,2021-10-27T09:39:15Z,2021-10-26T15:55:39Z,2021-10-27T09:39:17Z,set(),[]
/events: safe guard undefined user object,SinshiSmith,{'SinshiSmith'},796,https://github.com/weiks/esports-backend/pull/796,MERGED,2021-10-26T18:06:47Z,2021-10-26T17:29:01Z,2021-10-26T18:06:50Z,set(),[]
discord phase one,mikiasyonas,{'mikiasyonas'},663,https://github.com/weiks/esports-backend/pull/663,CLOSED,2021-10-26T12:25:07Z,2021-07-19T12:29:32Z,2021-10-26T12:25:22Z,set(),[]
Discord login,mikiasyonas,{'mikiasyonas'},681,https://github.com/weiks/esports-backend/pull/681,CLOSED,2021-10-26T12:24:37Z,2021-08-06T07:00:47Z,2021-10-26T12:24:43Z,set(),[]
Fix T3 purchases refunds targeting wrong transactions,alexangc,{'alexangc'},794,https://github.com/weiks/esports-backend/pull/794,MERGED,2021-10-24T14:48:01Z,2021-10-22T16:01:01Z,2021-10-24T14:48:04Z,set(),[]
LeftNav: micro sites links,SinshiSmith,{'SinshiSmith'},792,https://github.com/weiks/esports-backend/pull/792,MERGED,2021-10-22T13:25:15Z,2021-10-22T11:00:27Z,2021-10-22T13:25:17Z,set(),[]
Add the `where` operator `!=` to the firebase mock,alexangc,{'alexangc'},793,https://github.com/weiks/esports-backend/pull/793,MERGED,2021-10-22T13:24:39Z,2021-10-22T13:11:39Z,2021-10-22T13:24:45Z,set(),[]
Fix refund UI from transaction history,alexangc,{'alexangc'},791,https://github.com/weiks/esports-backend/pull/791,MERGED,2021-10-22T10:20:59Z,2021-10-22T09:12:07Z,2021-10-22T10:21:02Z,set(),[]
Fix gas value for `buyFor`,alexangc,{'alexangc'},790,https://github.com/weiks/esports-backend/pull/790,MERGED,2021-10-21T18:20:27Z,2021-10-21T18:18:55Z,2021-10-21T18:20:31Z,set(),[]
Remove Maintenance message,SinshiSmith,{'SinshiSmith'},789,https://github.com/weiks/esports-backend/pull/789,MERGED,2021-10-21T14:09:44Z,2021-10-21T14:08:50Z,2021-10-21T14:09:47Z,set(),[]
Klay migration marathon,Mathspy,{'Mathspy'},712,https://github.com/weiks/esports-backend/pull/712,MERGED,2021-10-21T09:51:45Z,2021-08-27T12:46:27Z,2021-10-21T09:51:49Z,set(),[]
Adjust script to ignore 0 Quarters transfers,alexangc,{'alexangc'},788,https://github.com/weiks/esports-backend/pull/788,MERGED,2021-10-21T08:59:04Z,2021-10-21T08:35:57Z,2021-10-21T08:59:06Z,set(),[]
Maintenance message,SinshiSmith,{'SinshiSmith'},786,https://github.com/weiks/esports-backend/pull/786,MERGED,2021-10-20T17:32:41Z,2021-10-20T16:25:42Z,2021-10-20T17:32:44Z,set(),[]
Exclude affiliates from 1000 played games requirement,SinshiSmith,{'SinshiSmith'},785,https://github.com/weiks/esports-backend/pull/785,MERGED,2021-10-20T15:33:22Z,2021-10-19T17:17:29Z,2021-10-20T16:49:31Z,set(),[]
Adjust the `toKlay` migration script for new specs,alexangc,{'alexangc'},783,https://github.com/weiks/esports-backend/pull/783,MERGED,2021-10-20T13:44:51Z,2021-10-15T18:26:00Z,2021-10-20T13:44:54Z,set(),[]
Landing page: tagline & micro-sites links,SinshiSmith,{'SinshiSmith'},784,https://github.com/weiks/esports-backend/pull/784,MERGED,2021-10-19T16:13:39Z,2021-10-19T15:06:49Z,2021-10-19T16:13:41Z,set(),[]
Increase gamesPlayed from 5 to 1000,weiks,{'weiks'},781,https://github.com/weiks/esports-backend/pull/781,MERGED,2021-10-18T13:03:51Z,2021-10-13T16:44:39Z,2021-10-18T13:03:54Z,set(),[]
Button lock for quarters,SinshiSmith,{'SinshiSmith'},780,https://github.com/weiks/esports-backend/pull/780,MERGED,2021-10-16T18:28:37Z,2021-10-12T10:03:34Z,2021-10-16T18:28:52Z,set(),[]
"Games: Add Back 4 Blood, Stumble Guys, and Fishing Planet",SinshiSmith,{'SinshiSmith'},782,https://github.com/weiks/esports-backend/pull/782,MERGED,2021-10-15T09:54:02Z,2021-10-14T11:06:58Z,2021-10-15T09:54:05Z,set(),[]
Turn on `/accounts` TypeDef and create its generator,Mathspy,{'Mathspy'},760,https://github.com/weiks/esports-backend/pull/760,MERGED,2021-10-11T13:51:15Z,2021-09-25T16:55:02Z,2021-10-11T13:51:19Z,set(),[]
Fix missing email field from `/api/v1/users/me`,alexangc,{'alexangc'},778,https://github.com/weiks/esports-backend/pull/778,MERGED,2021-10-11T12:37:15Z,2021-10-09T15:29:10Z,2021-10-11T12:37:18Z,set(),[]
Log last active time,alexangc,{'alexangc'},779,https://github.com/weiks/esports-backend/pull/779,MERGED,2021-10-11T10:39:21Z,2021-10-11T09:24:13Z,2021-10-11T10:39:24Z,set(),[]
Script for rotating encryption keys,Mathspy,{'Mathspy'},750,https://github.com/weiks/esports-backend/pull/750,MERGED,2021-10-11T10:05:22Z,2021-09-14T16:52:41Z,2021-10-11T10:05:24Z,set(),[]
Fix undefined return value,alexangc,{'alexangc'},776,https://github.com/weiks/esports-backend/pull/776,MERGED,2021-10-08T10:19:43Z,2021-10-08T10:03:36Z,2021-10-08T10:19:46Z,set(),[]
Add ability to recover from lack of feepayer funds,Mathspy,{'Mathspy'},774,https://github.com/weiks/esports-backend/pull/774,MERGED,2021-10-07T15:27:20Z,2021-10-07T10:33:28Z,2021-10-07T15:27:23Z,set(),[]
Redis only believes in strings,Mathspy,{'Mathspy'},775,https://github.com/weiks/esports-backend/pull/775,MERGED,2021-10-07T11:20:37Z,2021-10-07T10:59:11Z,2021-10-07T11:20:40Z,set(),[]
Re-enable e2e,alexangc,{'alexangc'},770,https://github.com/weiks/esports-backend/pull/770,MERGED,2021-10-07T08:30:48Z,2021-10-04T13:39:56Z,2021-10-07T08:30:51Z,set(),[]
Redis wallet locks,Mathspy,{'Mathspy'},773,https://github.com/weiks/esports-backend/pull/773,MERGED,2021-10-07T08:29:16Z,2021-10-06T11:22:33Z,2021-10-07T08:29:18Z,set(),[]
Games: Add Wild Rift and Tetr.io,SinshiSmith,{'SinshiSmith'},772,https://github.com/weiks/esports-backend/pull/772,MERGED,2021-10-06T12:32:52Z,2021-10-05T10:19:12Z,2021-10-06T12:32:56Z,set(),[]
Fix typo in `/terminal3/refund`'s return codes,alexangc,{'alexangc'},771,https://github.com/weiks/esports-backend/pull/771,MERGED,2021-10-06T11:26:50Z,2021-10-04T14:40:49Z,2021-10-06T11:26:54Z,set(),[]
